,Original_Tweet,Sentiment,message
3523,"@chinmoyee5 These Gandhi’s remain above the law, it will be quashed on appeal, the sad reality of Indian society, they have destroyed the fabric of India’s culture by divisive politics and greed. When will we learn to dump the family firm ?",Negative,"@chinmoyee5 These Gandhi’s remain above the law, it will be quashed on appeal, the sad reality of Indian society, they have destroyed the fabric of India’s culture by divisive politics and greed. When will we learn to dump the family firm ?"
3524,@news24tvchannel Rahulji is not fit in Indian politics due to his poor mindset. If he continues to act In this manner it is difficult to remain in active politics and this is good for the nation.,Negative,@news24tvchannel Rahulji is not fit in Indian politics due to his poor mindset. If he continues to act In this manner it is difficult to remain in active politics and this is good for the nation.
3525,"@140tude If P@ppu goes to jail or any harm happens to him, PG gets the advantage &amp; she will play the victim card of her Brother, which will be much worse &amp; something she has been waiting for since 2014.
Compared to PG, P@ppu is Mild. She is the most destructive mind in Indian Politics.",Negative,"@140tude If P@ppu goes to jail or any harm happens to him, PG gets the advantage &amp; she will play the victim card of her Brother, which will be much worse &amp; something she has been waiting for since 2014.
Compared to PG, P@ppu is Mild. She is the most destructive mind in Indian Politics."
3526,@news24tvchannel @ghulamnazad Ab kahenge hi ys bhi ..this is so called Indian politics,Neutral,@news24tvchannel @ghulamnazad Ab kahenge hi ys bhi ..this is so called Indian politics
3527,"Everyone saw how the Canadian govt cracked down upon the Truckers protest.

Instead of looking inwards the Canadian MPs want to discuss Indian politics.
Canada is irrelevant in India, but we do worry about human rights and Hinduphobia in Canada.

14/

https://t.co/UUxMAm9qAF",Negative,"Everyone saw how the Canadian govt cracked down upon the Truckers protest.

Instead of looking inwards the Canadian MPs want to discuss Indian politics.
Canada is irrelevant in India, but we do worry about human rights and Hinduphobia in Canada.

14/

https://t.co/UUxMAm9qAF"
3528,"@KanchanGupta @ArvindKejriwal Sir less said the better about this perennial liar Arvind. Ha is a blot in Indian politics. He is embodiment of all the bad qualities of Politicians. 

I am really surprised that people who support him does not see that.",Negative,"@KanchanGupta @ArvindKejriwal Sir less said the better about this perennial liar Arvind. Ha is a blot in Indian politics. He is embodiment of all the bad qualities of Politicians. 

I am really surprised that people who support him does not see that."
3529,"Indian National Congress : Watch: Congress President Shri Mallikarjun kharge address at Vijay Chowk, New Delhi. https://t.co/3z0G8nO5h3 : March 24, 2023 at 01:26PM",Positive,"Indian National Congress : Watch: Congress President Shri Mallikarjun kharge address at Vijay Chowk, New Delhi. https://t.co/3z0G8nO5h3 : March 24, 2023 at 01:26PM"
3530,"@sardesairajdeep It is all due to irresponsible conduct of opposition.They should have discussed  budget in parliament in interest of public. Cong ia loosing its credibility in Indian politics due to Rahul.When Adani issue is under scanner of SC,what is need of JPC.
@INCIndia 
@kharge",Negative,"@sardesairajdeep It is all due to irresponsible conduct of opposition.They should have discussed  budget in parliament in interest of public. Cong ia loosing its credibility in Indian politics due to Rahul.When Adani issue is under scanner of SC,what is need of JPC.
@INCIndia 
@kharge"
3531,"@kharge @narendramodi Congress is king of the Indian politics
And the BJP and Aap ia the prince of these politics and the aap is going to the king of the politics but
Congress and BJP does not happen these politics",Neutral,"@kharge @narendramodi Congress is king of the Indian politics
And the BJP and Aap ia the prince of these politics and the aap is going to the king of the politics but
Congress and BJP does not happen these politics"
3532,"@news24tvchannel @UN How are they concerned, are they also part of Indian politics 🤔",Neutral,"@news24tvchannel @UN How are they concerned, are they also part of Indian politics 🤔"
3533,"@ArvindKejriwal You are not educated . Your politics se lagta he  jugar kiya he tune. You can’t speak in English..
You are one of the fraud in Indian politics",Neutral,"@ArvindKejriwal You are not educated . Your politics se lagta he  jugar kiya he tune. You can’t speak in English..
You are one of the fraud in Indian politics"
3534,@JPNadda @RahulGandhi There is no bigger Feku than your dear leader. You have spent time on a 7 tweet thread against a person you consider irrelevant to Indian politics! Still he gives you sleepless nights! Chee!,Negative,@JPNadda @RahulGandhi There is no bigger Feku than your dear leader. You have spent time on a 7 tweet thread against a person you consider irrelevant to Indian politics! Still he gives you sleepless nights! Chee!
3535,"@gopalgiri_uk @RanaAyyub Hindu country? Are you a resident of Nepal?

Why are you discussing Indian politics on Twitter as a Nepali?",Neutral,"@gopalgiri_uk @RanaAyyub Hindu country? Are you a resident of Nepal?

Why are you discussing Indian politics on Twitter as a Nepali?"
3536,"@Gaindaswamy The person is not Jaat, He belongs to Ror caste of Haryana.. Neeraj Chopra is also a Ror",Neutral,"@Gaindaswamy The person is not Jaat, He belongs to Ror caste of Haryana.. Neeraj Chopra is also a Ror"
3537,"@ianbbdesign @campbellclaret How is Sunak a billionaire? He has made a few million in the private sector from graft. And he married into a family of self made Indian wealth, it doesn’t make him a billionaire…  which part of the self made are you jealous of? Politics of envy?  It seems you hate success",Negative,"@ianbbdesign @campbellclaret How is Sunak a billionaire? He has made a few million in the private sector from graft. And he married into a family of self made Indian wealth, it doesn’t make him a billionaire…  which part of the self made are you jealous of? Politics of envy?  It seems you hate success"
3538,@jatinder_tur Dramatic speech its just a part of politics rather they should worry about attacks on Indian consulate,Negative,@jatinder_tur Dramatic speech its just a part of politics rather they should worry about attacks on Indian consulate
3539,The notorious actor in Indian politics.🤣🤣 https://t.co/0qxvNwH5BH,Neutral,The notorious actor in Indian politics.🤣🤣 https://t.co/0qxvNwH5BH
3540,Here’s the video in case you are unable to log in to the Instagram link posted. #IndianPolitics #Terrorism #SikhsForIndia #SikhsRejectsAmritpal #Bharat #India https://t.co/WzLFgSa4gB,Negative,Here’s the video in case you are unable to log in to the Instagram link posted. #IndianPolitics #Terrorism #SikhsForIndia #SikhsRejectsAmritpal #Bharat #India https://t.co/WzLFgSa4gB
3541,"Finally, @ghanshyamtiwari's emphasis on building organisations that serve the needs of people in education, vocational skills, and healthcare is a reminder that politics is not just about winning elections but about creating meaningful change on the ground.",Positive,"Finally, @ghanshyamtiwari's emphasis on building organisations that serve the needs of people in education, vocational skills, and healthcare is a reminder that politics is not just about winning elections but about creating meaningful change on the ground."
3542,@CharuPragya's call to think of politics as a service that echoes the sentiments of great leaders who have devoted their lives to the service of people. She reminds us that true political leadership is not about personal gain or ambition but about serving the needs of the people.,Positive,@CharuPragya's call to think of politics as a service that echoes the sentiments of great leaders who have devoted their lives to the service of people. She reminds us that true political leadership is not about personal gain or ambition but about serving the needs of the people.
3543,"@Allavaru's emphasis on the importance of being involved in electoral politics to effect change is a timely reminder of the power of democratic institutions. Through organised political action, we can achieve real change that benefits the many, not just the few.",Positive,"@Allavaru's emphasis on the importance of being involved in electoral politics to effect change is a timely reminder of the power of democratic institutions. Through organised political action, we can achieve real change that benefits the many, not just the few."
3544,"Such a privilege to have spoken with @CharuPragya (BJP), @ghanshyamtiwari (SP), &amp; @Allavaru (INC) about their vision of service through politics . It's inspiring to see leaders having a dialogue and bridging party lines for the greater good of India #ThegoodPolitician. https://t.co/2zjGtq4JDj",Positive,"Such a privilege to have spoken with @CharuPragya (BJP), @ghanshyamtiwari (SP), &amp; @Allavaru (INC) about their vision of service through politics . It's inspiring to see leaders having a dialogue and bridging party lines for the greater good of India #ThegoodPolitician. https://t.co/2zjGtq4JDj"
3545,"@rautsanjay61 @RahulGandhi @priyankagandhi Luxury Abuses 
I wonder if they can stoop any lower

Dear Indian present political leaders have reduced the political discourse to a new low and long crossed that line of Maryada into 'gaali-politics' and shamed us all, #Congress #MVA #काँग्रेस

https://t.co/BH7QfQ6KPF",Positive,"@rautsanjay61 @RahulGandhi @priyankagandhi Luxury Abuses 
I wonder if they can stoop any lower

Dear Indian present political leaders have reduced the political discourse to a new low and long crossed that line of Maryada into 'gaali-politics' and shamed us all, #Congress #MVA #काँग्रेस

https://t.co/BH7QfQ6KPF"
3546,"@JM_Scindia Are u a public servant or a priest? separation of temple/mosque/church &amp; state is a must in current Indian politics… unfortunately, father of indian constitution couldn’t foresee these nonsensical dramas",Negative,"@JM_Scindia Are u a public servant or a priest? separation of temple/mosque/church &amp; state is a must in current Indian politics… unfortunately, father of indian constitution couldn’t foresee these nonsensical dramas"
